tax_id,tax_id_type,tax_id_active,start_date,social_capital,loan_amount,serasa_score,serasa_total_debt,scr_score,scr_total_debt,score
59088911000160,cnpj,True,869686872,39335491,120525866,581,318146117,511,349960728,536
76555075000191,cnpj,True,850170727,64573024,262297867,89,549452683,89,549452683,90
12972155000199,cnpj,True,452656589,94556417,55039543,239,791931253,298,633545002,263
82153556000188,cnpj,True,71452075,882862,6623822,408,5292917,318,6351500,376
17083287000168,cnpj,True,420097010,6538127,24724000,153,34483591,149,34483591,158
52966223000117,cnpj,True,1359338392,39391489,327952119,617,291155829,610,291155829,521
52761430000194,cnpj,True,100643205,28563595,138354253,85,70103295,100,56082636,96
27507152000194,cnpj,True,39109598,7536859,25280921,657,65019140,808,52015312,648
81319878000189,cnpj,True,1272759827,54159977,55455805,700,263543775,581,316252530,709
68529873000124,cnpj,True,977334461,20227571,7859908,359,172700689,308,189970757,371
34491942000151,cnpj,True,1415080887,89969323,830577216,253,790885983,215,949063179,237
80177130000163,cnpj,True,561534476,16621626,137985657,766,164285716,788,164285716,825
84845989000110,cnpj,True,451216838,14259435,1925754,361,112235690,371,112235690,294
96335036000153,cnpj,True,570298994,68179343,65522268,128,355897735,111,391487508,118
94125801000190,cnpj,True,1437078866,82308322,246433739,451,436960783,342,524352939,352
44987921000168,cnpj,True,1304536834,4887568,1959392,130,18602987,110,20463285,121
94409178000174,cnpj,True,1308326253,94751890,597259740,996,911756165,976,911756165,878
99959976000163,cnpj,True,261203112,42935117,225010743,226,412073915,266,329659132,247
86440790000113,cnpj,True,1716229451,49620980,455133848,559,93772811,536,93772811,524
97016937000131,cnpj,True,94667517,81122816,468906018,792,624437679,831,624437679,875
42099933000153,cnpj,True,1488984142,61080152,142446388,509,404821598,483,445303757,475
97887178000110,cnpj,True,849432140,32966947,203748921,844,36065390,1000,28852312,959
12686233000183,cnpj,True,1106210046,52092211,509866738,177,145966134,214,116772907,177
65440204000143,cnpj,True,931351356,66945632,193387843,713,502848919,584,603418702,628
91522266000172,cnpj,True,1690096021,16575287,71919448,437,75743713,345,90892455,363
62812183000117,cnpj,True,1664499326,86554850,484209446,137,151959487,137,151959487,116
35105635000124,cnpj,True,1229667865,75293103,62412773,873,174267081,724,209120497,813
81784472000154,cnpj,True,1215816219,27513939,185387970,506,16914168,561,15222751,513
69929462000133,cnpj,True,1015111356,6491657,3031853,157,14244292,128,17093150,146
90343734000117,cnpj,True,367968482,28440941,105831516,569,47032865,495,51736151,539
54362973000116,cnpj,True,928501051,78654251,308839703,881,447128063,942,402415256,756
61374542000148,cnpj,True,604003939,1662765,16347276,289,4254947,225,5105936,238
68319852000158,cnpj,True,356149479,3128572,28409168,556,25765973,656,20612778,613
56030728000187,cnpj,True,121325510,71408486,452027960,314,570023956,266,684028747,296
90831224000119,cnpj,True,569648072,79783872,117409363,928,204238261,1000,163390608,1000
14096780000148,cnpj,True,1334553599,57754893,540758155,782,370151460,656,444181752,677
86791229000132,cnpj,True,362489272,43093164,269121842,219,161783867,199,177962253,225
29716567000171,cnpj,True,189845136,7605440,14399107,289,63357055,358,50685644,318
58561947000135,cnpj,True,626864785,74008599,124859450,168,19820008,181,17838007,143
20860884000184,cnpj,True,266577836,41734616,255103781,404,101235898,331,121483077,332
83059520000134,cnpj,True,1693949934,52149826,494267976,531,223684823,552,223684823,451
82165962000164,cnpj,True,114464948,56384574,257534903,562,6527131,500,7179844,532
27095678000124,cnpj,True,812648734,63528868,413649607,902,31923088,1000,28730779,985
13482708000179,cnpj,True,447683459,36347581,141085077,345,201832613,282,242199135,346
73696110000117,cnpj,True,772303250,32807103,73143252,828,195765215,770,215341736,869
17264994000141,cnpj,True,1165657497,84811204,264849183,901,237276231,711,284731477,887
98733018000160,cnpj,True,1085601224,95072803,521760184,719,223100386,560,267720463,563
70884198000122,cnpj,True,725323023,56226394,250000007,245,408487342,306,326789873,273
79830225000155,cnpj,True,157342212,15055298,43001281,303,36176423,230,43411707,235
15072088000111,cnpj,True,582295588,7457065,58399314,373,34307340,451,27445872,400
59581665000118,cnpj,True,291210509,3407865,3325908,614,2281088,706,2052979,691
80272861000117,cnpj,True,1367052037,43562788,140410212,27,412714319,21,495257182,21
58363056000178,cnpj,True,232407715,78805394,89882836,566,221206146,645,199085531,634
55528841000178,cnpj,True,518238231,50772250,197632416,799,12719097,615,15262916,731
20398104000126,cnpj,True,9677604,76528332,279556412,861,195874393,895,195874393,920
78489467000130,cnpj,True,775536814,28282501,57971242,310,86015465,334,77413918,345
24589004000113,cnpj,True,279967385,43426506,326382766,122,22998549,147,18398839,113
23829378000133,cnpj,True,610992906,95450973,545715282,156,54955432,138,60450975,128
35249877000181,cnpj,True,1525636449,64537381,253963524,465,446070838,539,356856670,458
49715690000172,cnpj,True,1211794823,41254668,255853632,778,242815257,599,291378308,689
29308651000175,cnpj,True,307925512,55851296,230662717,614,124296355,681,111866719,615
22202603000136,cnpj,True,886821922,48858500,443737846,59,247049386,73,197639508,53
68555213000154,cnpj,True,691179482,48729122,425106580,210,67127385,191,73840123,175
42102863000122,cnpj,True,1239883173,36474504,117448064,11,168265006,11,168265006,10
51847104000139,cnpj,True,1550460819,3231675,14003054,865,27699690,856,27699690,829
33650352000142,cnpj,True,523872867,54408365,354554550,727,303969861,836,243175888,644
66594885000151,cnpj,True,328715792,96914011,712690269,463,201794239,416,221973662,452
32451478000171,cnpj,True,92011124,55550260,436956624,534,2116153,432,2539383,484
40530325000146,cnpj,True,1422774361,66367914,97215346,462,472828066,494,425545259,404
70324458000153,cnpj,True,516199040,76439234,313541917,871,162554571,1000,130043656,874
28451268000112,cnpj,True,1207915586,8164623,14545934,486,79420843,374,95305011,368
10506842000194,cnpj,True,1636691046,29457190,260773077,576,145486248,696,116388998,648
66059845000171,cnpj,True,1537081027,51189812,371026729,185,31285086,144,37542103,183
60434213000175,cnpj,True,358278369,75948792,121678568,176,175247351,186,157722615,157
89245093000135,cnpj,True,548338286,91662943,890173108,294,252459506,241,302951407,302
73277503000136,cnpj,True,236530525,72805969,5331313,142,487972557,164,390378045,128
96190685000140,cnpj,True,523453154,72662904,106797424,937,205123370,796,246148044,784
26765043000137,cnpj,True,870816776,36322352,198366099,222,129428465,224,129428465,237
83347317000179,cnpj,True,1262328192,56547535,325341759,158,275901988,191,220721590,175
21217544000187,cnpj,True,1650225008,89270605,561361842,230,680449904,207,748494894,242
86723885000173,cnpj,True,1017711155,26640634,219905462,552,132408949,474,145649843,459
70423882000167,cnpj,True,936741655,89899625,730384952,369,462308848,332,508539732,389
23459876000145,cnpj,True,442871760,74091674,378167750,906,46235000,824,50858500,850
19888357000188,cnpj,True,458623576,44923453,281626397,804,348359104,611,418030924,769
50603741000117,cnpj,True,1410092890,5560576,19810244,783,38455775,696,42301352,715
72555121000161,cnpj,True,258017318,59342566,38380777,696,536038212,626,589642033,702
86165741000175,cnpj,True,1385685757,77539430,10790294,651,309732092,566,340705301,548
37119422000199,cnpj,True,1062990149,86614827,609246027,83,705002831,75,775503114,87
65113815000113,cnpj,True,819897113,95129996,484489231,832,751205648,898,676085083,758
74802984000149,cnpj,True,143489277,62356330,44135131,332,21466128,302,23612740,278
51350333000130,cnpj,True,374587864,12785170,96559530,204,15427985,173,18513582,212
74084085000144,cnpj,True,1402354996,66233498,476065603,192,18326225,159,21991470,156
52301935000175,cnpj,True,789973516,34193614,175473043,297,302122395,225,362546874,262
14393255000159,cnpj,True,314542508,8112509,67943600,925,19654338,980,17688904,780
16882424000177,cnpj,True,1031061250,2958556,8600285,20,25886924,21,23298231,19
29144066000136,cnpj,True,975883225,85981886,698640945,123,139317168,130,125385451,104
65183981000197,cnpj,True,547400845,68075832,390266357,478,83889278,358,100667133,423
70155340000145,cnpj,True,948991400,35773405,194917376,584,283171472,619,254854324,569
69321952000133,cnpj,True,777579749,63033340,494845687,228,121138357,216,121138357,233
96133965000162,cnpj,True,1252914801,42856573,26295367,526,164795249,457,181274773,497
46557718000150,cnpj,True,1095394016,7650798,10972532,181,72568731,222,58054984,198
44969011000139,cnpj,True,678509675,52195824,488424780,672,411764253,772,329411402,580
84225874000185,cnpj,True,929880921,96713716,559793490,124,338197972,148,270558377,133
49711001000199,cnpj,True,1220375054,29235025,35714134,44,100569015,51,80455212,41
13057156000167,cnpj,True,1620563554,43426037,273146269,822,365132702,706,401645972,812
31321061000162,cnpj,True,1594778148,3202800,31673619,677,3583106,609,3941416,635
13757041000173,cnpj,True,530711577,67439058,338544567,7,466775019,8,373420015,7
32056376000154,cnpj,True,880586649,76119623,600290702,649,500766449,590,550843093,687
62284512000186,cnpj,True,1522570,52957217,495367216,613,402668611,753,322134888,662
30184899000123,cnpj,True,1052100201,43031829,195235292,544,311446293,505,342590922,456
81231661000161,cnpj,True,1352595918,78206652,379100003,42,13518590,39,14870449,43
88516786000199,cnpj,True,179279033,40974733,27228258,991,151615051,822,181938061,925
51105077000186,cnpj,True,752928694,65441200,262820172,869,639879941,1000,511903952,921
11884073000152,cnpj,True,1301390691,22662469,4740394,744,180033942,595,216040730,618
63004081000174,cnpj,True,652236702,85992158,475773882,13,280715423,13,280715423,10
95587620000174,cnpj,True,696440386,68290287,19934160,603,313648262,639,282283435,538
40494059000139,cnpj,True,725453107,16131587,12798650,269,129730846,234,142703930,280
36244012000118,cnpj,True,156442056,74114762,117658396,40,689548981,37,758503879,32
88826498000178,cnpj,True,475393293,4686073,39662581,210,16710152,226,15039136,224
30542084000181,cnpj,True,11323363,81329960,33614755,447,496118618,339,595342341,433
30644915000164,cnpj,True,653962407,33937709,89514244,892,230557500,1000,207501750,988
58627368000115,cnpj,True,432747879,85133315,538339882,992,338836354,982,338836354,1000
80450779000197,cnpj,True,1362346076,59458909,63332018,827,284014883,653,340817859,675
24420743000193,cnpj,True,362657955,8323724,4084823,773,72881902,749,72881902,784
77308483000184,cnpj,True,776221447,9392910,21594657,419,56977412,519,45581929,462
20533267000147,cnpj,True,1657909009,71002726,570217518,545,366721418,643,293377134,526
24318655000121,cnpj,True,1381273271,53172391,449306867,576,453582386,495,498940624,553
16477525000147,cnpj,True,1351429206,63757329,321111157,59,428606523,56,428606523,59
44120025000195,cnpj,True,1594983630,20096001,29052616,435,99177718,522,79342174,415
89901491000196,cnpj,True,42276496,44491817,247827233,987,182924540,908,201216994,1000
30035236000158,cnpj,True,1081476082,47558954,152985747,236,354468140,217,389914954,241
14133863000161,cnpj,True,983514149,68110514,158604717,785,126247447,847,113622702,786
55678136000124,cnpj,True,402496460,49735945,408782543,955,79987873,716,95985447,928
40493617000116,cnpj,True,171374113,51532870,415738799,40,396616183,39,396616183,33
18997371000115,cnpj,True,1506677609,86246827,713086566,23,246347811,25,221713029,21
42298382000161,cnpj,True,574972745,46589252,349582229,297,121670312,270,133837343,304
17401268000186,cnpj,True,945721360,4169621,9593965,478,23923053,454,23923053,411
95626446000172,cnpj,True,1060975447,81603175,777806431,620,765389661,694,688850694,569
88340721000119,cnpj,True,950243399,16786630,67037944,152,30757553,129,36909063,132
56891550000134,cnpj,True,271005480,58811329,20628264,50,429793559,45,472772914,51
31299613000158,cnpj,True,224084024,54175510,420897804,856,40162763,1000,32130210,776
56790419000145,cnpj,True,99198297,66256946,588897119,967,218838090,1000,196954281,905
48832256000195,cnpj,True,1452696936,81371492,240800376,559,377364533,603,339628079,488
64171592000188,cnpj,True,1337250908,8560941,20152785,705,9037910,690,9037910,617
82756802000124,cnpj,True,1071891824,48535826,280610640,883,93832704,732,112599244,809
50742696000147,cnpj,True,139111267,89143755,7204993,663,599586948,570,659545642,540
68314435000124,cnpj,True,1276485429,24054643,64644288,809,138606838,881,124746154,734
15394666000195,cnpj,True,139505359,73776481,219560701,810,110177176,955,88141740,832
57571529000119,cnpj,True,849975462,64578262,14335340,708,572991005,630,630290105,646
34190502000115,cnpj,True,329956796,34660581,307674168,884,305450112,1000,244360089,868
31646676000125,cnpj,True,670587213,98301363,136884172,916,687730753,1000,550184602,791
74629949000179,cnpj,True,437783703,41970913,124580862,703,122622985,787,110360686,642
76247842000177,cnpj,True,808912997,76261730,582476487,720,194991284,705,194991284,598
33606966000173,cnpj,True,1268425927,46086116,53575595,54,119612178,51,131573395,52
93639892000169,cnpj,True,1442279230,1964762,6325487,553,4210356,558,4210356,506
92052622000164,cnpj,True,1649357051,75979734,721681386,236,25962699,269,23366429,252
28012768000127,cnpj,True,1073893888,75679274,59029701,807,156945490,621,188334588,665
16688983000144,cnpj,True,1277346130,82291436,119813435,159,363137677,184,290510141,176
96839965000177,cnpj,True,263988957,77741321,318676253,980,561251315,833,673501578,855
96437462000110,cnpj,True,1311532320,86353204,20046129,393,768867548,365,845754302,320
82759733000181,cnpj,True,1509452365,77631444,498536142,210,354023728,218,354023728,195
28486373000143,cnpj,True,122302453,73871387,358781663,551,380748119,567,380748119,570
76270020000158,cnpj,True,1649256284,53836535,72757931,733,17482370,681,19230607,759
70220040000197,cnpj,True,932326176,88417749,272159094,517,596206466,599,476965172,502
44392523000195,cnpj,True,721426104,32730666,201349303,412,233633129,321,280359754,368
44043664000112,cnpj,True,1510575735,69738356,10060438,376,485564524,364,485564524,356
85247043000135,cnpj,True,749765114,10621210,47853488,818,65600662,932,59040595,690
50678402000156,cnpj,True,330356754,82871112,362576341,847,627466281,736,690212909,811
16195385000161,cnpj,True,1605184383,52933118,303063506,196,424718482,225,339774785,191
20415060000137,cnpj,True,570081479,88470636,376719541,375,371073750,360,371073750,311
90940745000180,cnpj,True,1221542104,84250464,799277192,243,565193145,291,452154516,279
40039030000111,cnpj,True,959397638,69824574,59213341,221,219491030,256,175592824,227
48716809000186,cnpj,True,1460515815,30178183,71734142,358,29830330,336,32813363,325
90388675000173,cnpj,True,961978013,93526434,466811925,754,739691307,806,665722176,685
14070585000174,cnpj,True,773306831,92279656,257516951,752,29872180,879,23897744,774
39773974000171,cnpj,True,215528365,19873607,102712137,896,61869564,922,61869564,801
73259686000133,cnpj,True,1698931178,66533288,127485284,381,141676964,445,113341571,353
22994292000155,cnpj,True,866570294,95071212,582501663,266,33369383,223,40043259,263
48403816000199,cnpj,True,1592817724,79231740,710830160,548,637643510,537,637643510,484
97413372000112,cnpj,True,1504742210,60154783,222125603,996,421387192,866,463525911,899
98145837000148,cnpj,True,898485452,8021353,15792400,816,40720409,669,48864490,658
64795230000179,cnpj,True,203418325,377775,2822827,344,3754780,371,3379302,297
79674378000167,cnpj,True,412577276,94053382,858507512,976,360352564,1000,324317307,875
73564567000141,cnpj,True,163759716,78705497,184715580,529,57730690,544,57730690,524
88246905000151,cnpj,True,20499971,80661307,51303446,712,63263141,690,63263141,613
41666158000181,cnpj,True,1565914869,63979779,328466014,615,411825902,479,494191082,533
62063132000126,cnpj,True,1686060039,67805706,421518853,355,613223779,291,735868534,365
22434071000155,cnpj,True,370735835,25192826,182108388,426,93339595,430,93339595,458
21758408000198,cnpj,True,664167748,94575544,618636272,413,755723696,400,755723696,403
11656665000155,cnpj,True,570854599,6078903,28284727,750,24395422,637,26834964,750
17797914000131,cnpj,True,1378660968,12458891,102385333,767,33011449,636,39613738,790
19150964000158,cnpj,True,1416174463,39144341,184784084,865,202308679,1000,161846943,788
53638889000113,cnpj,True,535155493,89437135,470720634,570,267140237,478,320568284,455
62423213000150,cnpj,True,1573375221,61500286,41381782,683,23395891,737,21056301,684
64975110000197,cnpj,True,632187117,46569431,5591207,345,24797168,279,29756601,329
40816890000188,cnpj,True,216330477,30308120,268914275,892,159237267,1000,127389813,800
49795491000179,cnpj,True,1256305801,36961399,177654195,771,96156439,832,86540795,770
10267330000172,cnpj,True,1071965150,9696377,8805820,243,38618910,284,30895128,221
10255817000148,cnpj,True,123847862,59421372,165899815,996,229156682,1000,206241013,868
76946258000116,cnpj,True,1244184894,93268881,144361647,939,845943183,1000,676754546,791
51846589000175,cnpj,True,728263313,93942063,438702279,274,352791144,287,317512029,233
32036529000128,cnpj,True,642819734,51492100,128265218,527,73301679,569,65971511,531
44539258000144,cnpj,True,579150221,66695561,468879109,326,456990484,296,502689532,289
94099775000151,cnpj,True,1262067210,31287462,291976730,346,201930988,422,161544790,317
39801588000125,cnpj,True,961674110,17496185,154728661,632,100224294,600,110246723,668
80449834000166,cnpj,True,135731613,36761361,288893004,693,307110678,845,245688542,629
88756845000190,cnpj,True,1440174371,39201963,185512064,359,30601277,341,30601277,382
94008181000115,cnpj,True,1554566666,51087186,223721165,383,356147877,440,284918301,418
13896032000156,cnpj,True,714906894,49852432,437457606,722,311285585,873,249028468,716
79184841000135,cnpj,True,1335484896,99790883,566207093,433,637855095,454,637855095,477
52076201000152,cnpj,True,339523701,42162729,121788482,878,386829643,1000,348146678,961
82330490000169,cnpj,True,158534231,80857864,84583151,377,260989894,437,208791915,424
51301772000154,cnpj,True,480718624,65488688,282651952,183,186499666,164,205149632,186
51215662000131,cnpj,True,673787913,32907196,156224759,21,118727190,22,106854471,18
81567020000122,cnpj,True,1556386025,32737651,204687270,56,200816873,62,180735185,61
88611037000162,cnpj,True,399857585,56986515,63323100,767,402799071,613,483358885,619
44421940000143,cnpj,True,429578730,33431645,253482450,211,148968934,196,163865827,178
32921898000149,cnpj,True,216746179,21810988,80576131,227,78586056,261,70727450,257
70579544000128,cnpj,True,1026866713,87844009,385817179,440,277429961,418,277429961,367
24323961000184,cnpj,True,14313003,51217201,224801923,952,385027469,828,423530215,861
25311093000125,cnpj,True,1089393543,63498064,155387732,805,297863614,644,357436336,797
33543836000177,cnpj,True,3969944,67093311,419394600,929,90727420,1000,72581936,909
12804854000185,cnpj,True,868934104,13458986,41447096,933,475404,998,427863,832
30339369000130,cnpj,True,1403887263,40979836,29400562,955,94323219,907,103755540,944
14100406000163,cnpj,True,94471875,24977280,46143104,299,137237491,275,150961240,258
32872327000114,cnpj,True,1519402947,95145242,432816949,673,419130140,780,335304112,589
70743062000136,cnpj,True,124959108,96048518,688589484,444,570095236,466,513085712,445
75469474000178,cnpj,True,661520427,38974327,38661306,320,321784437,307,321784437,305
67259684000115,cnpj,True,899514767,20155013,158888528,771,8089184,940,6471347,728
58081364000193,cnpj,True,1507543125,21921826,160060497,835,211198096,876,190078286,818
43567623000175,cnpj,True,363677610,22338802,211630713,238,215978780,259,194380902,211
56944033000167,cnpj,True,1065091675,89074514,371166694,27,789902582,24,868892840,28
62577840000143,cnpj,True,1357339273,45881278,34709142,330,284902750,376,256412475,334
27701912000140,cnpj,True,78992551,14058322,104408790,366,63075728,355,63075728,357
20498520000159,cnpj,True,1591651538,25469456,254400358,143,229040665,135,251944731,133
86834632000178,cnpj,True,143056085,85784058,330092861,364,104937475,280,125924970,293
59749056000199,cnpj,True,161048731,26266360,102424083,288,147911810,334,118329448,295
81029179000198,cnpj,True,133146251,15524074,135113490,982,79314441,932,79314441,1000
13679699000190,cnpj,True,496930511,25921022,41586698,830,116644019,962,93315215,945
67180570000140,cnpj,True,779451674,81186461,33643137,541,146639714,438,175967656,554
18390482000131,cnpj,True,669644731,78218990,287349812,980,16267760,1000,14640984,963
78556705000116,cnpj,True,1282185102,76735272,486296494,568,92361614,687,73889291,573
64817761000195,cnpj,True,86494420,2425408,20772870,143,4480239,153,4032215,156
45887720000138,cnpj,True,768096162,72126241,614421416,25,12752811,31,10202248,22
31229681000151,cnpj,True,612256222,22237485,142066502,221,183890934,256,147112747,202
53094855000154,cnpj,True,1259471225,6781849,55257907,169,63142011,189,56827809,155
35547233000123,cnpj,True,1350704718,24191492,240358057,991,172351185,753,206821422,882
49230585000199,cnpj,True,1650926475,75256545,298160811,431,220475081,452,198427572,418
68441336000158,cnpj,True,1545053533,97161786,752789545,806,645381297,878,580843167,817
51150188000129,cnpj,True,1333319398,39948007,329566986,305,100371609,244,120445930,302
82492405000179,cnpj,True,1429164729,68044783,514236612,828,603686200,629,724423440,835
82545112000145,cnpj,True,993469459,18183671,74494561,264,78077877,300,70270089,244
85838424000114,cnpj,True,1239841602,9521090,80385605,705,7265848,803,6539263,609
28850771000193,cnpj,True,735659540,58885019,14666377,918,309388982,716,371266778,832
10559450000152,cnpj,True,418662776,5503780,15132697,477,32182955,558,25746364,481
79426680000127,cnpj,True,402882738,99338780,416043468,888,328549366,976,295694429,771
34166973000197,cnpj,True,47632713,80467405,320491526,576,563804595,529,620185054,566
65165306000174,cnpj,True,895200024,54575233,341106460,28,167819082,30,151037173,30
82119239000175,cnpj,True,570337680,42793795,301768249,816,380580544,669,456696652,647
89551941000192,cnpj,True,1646160132,48241413,397044657,554,296756786,670,237405428,497
80161638000184,cnpj,True,1104479393,56828377,108247008,662,505286459,503,606343750,634
37170391000139,cnpj,True,1377404482,95963002,205200130,793,859600944,713,945561038,761
67475125000162,cnpj,True,102748654,6983277,20726221,778,47636801,949,38109440,860
99717540000156,cnpj,True,1154108634,91680210,282202680,892,14971905,1000,11977524,996
86846590000191,cnpj,True,1667983967,47634465,131264726,905,356316928,886,356316928,773
33927206000190,cnpj,True,337778601,55783139,208923686,571,358023556,525,393825911,580
79993981000196,cnpj,True,770685093,27557567,123423879,696,119420470,730,107478423,622
39385961000110,cnpj,True,425462277,26803811,97466808,262,194571701,209,233486041,263
21956486000130,cnpj,True,946264521,95293845,417911408,986,321857193,966,321857193,825
46287072000159,cnpj,True,332126125,95662374,937959237,428,758648923,380,834513815,366
29738512000167,cnpj,True,893048541,23017736,150651757,876,65450926,797,71996018,835
22735011000143,cnpj,True,493931507,71530031,364884478,568,523215521,431,627858625,481
24419115000194,cnpj,True,340166079,21072533,161809011,744,196777426,729,196777426,785
73006013000153,cnpj,True,226128762,6400847,17882286,967,44367461,918,44367461,989
30575550000135,cnpj,True,757814996,1637068,666758,339,7593303,349,7593303,319
31040723000149,cnpj,True,379752460,3855671,10100054,773,17549902,657,19304892,791
79487707000157,cnpj,True,1524733414,32462548,291388337,468,140490197,444,154539216,486
26115451000197,cnpj,True,1113534529,15261296,75699718,837,9482756,970,7586204,734
55438852000199,cnpj,True,836385631,84090441,352276053,633,253351113,664,253351113,608
82367930000146,cnpj,True,17532588,30432447,39639847,986,135607935,995,135607935,1000
41203158000123,cnpj,True,483016729,73809446,372386952,617,373403134,721,298722507,607
33563152000153,cnpj,True,947064189,96520663,842094531,23,578360548,17,694032657,22
72137864000186,cnpj,True,1705140595,3624735,7101758,821,12070771,747,13277848,864
55576051000121,cnpj,True,413857941,71513398,639046110,609,361879626,578,398067588,542
43716976000152,cnpj,True,1677272451,34619708,233976633,491,79105705,613,63284564,513
34617650000171,cnpj,True,465425169,39661905,387857749,541,208838319,589,187954487,577
95241616000196,cnpj,True,906902458,59826819,39157487,660,415806404,732,374225763,656
81260422000157,cnpj,True,1188553995,63895080,231731311,817,346061017,792,346061017,691
10041642000171,cnpj,True,115187970,77919228,562515375,26,247647451,26,247647451,21
12422542000170,cnpj,True,1498219722,95074455,513674520,50,87826063,49,87826063,51
37251067000192,cnpj,True,96083033,83273153,70902241,194,711438376,184,711438376,177
23538860000138,cnpj,True,420137489,42200516,337502516,580,4652865,545,5118151,497
78780326000153,cnpj,True,1142347430,5806182,45644181,35,987139,39,888425,38
41494379000161,cnpj,True,1253894849,46125235,151251759,863,236314906,992,212683415,959
78964244000184,cnpj,True,468674660,38770069,16712941,16,91348132,13,109617758,12
93756730000144,cnpj,True,960116923,6006725,28717851,768,28463890,614,34156668,751
84670704000144,cnpj,True,725375543,45757293,382342252,458,165583415,361,198700098,406
12602776000125,cnpj,True,1206006557,30543192,61897154,579,34990583,509,38489641,520
29434391000198,cnpj,True,1255152912,62423566,612272547,96,596940077,76,716328092,97
15884800000174,cnpj,True,1496516206,17177172,138623117,505,65545881,631,52436704,586
86293276000161,cnpj,True,5847041,84894512,437907426,676,177992938,716,160193644,652
58000692000160,cnpj,True,151369782,73645389,143065347,687,133331651,714,133331651,681
81581495000165,cnpj,True,1506301419,67037806,529321772,625,48434729,531,53278201,566
91688053000144,cnpj,True,922636086,86181626,439062310,799,532143554,615,638572264,674
22260933000111,cnpj,True,1022555343,75122997,231235393,837,31325557,979,25060445,949
83423611000182,cnpj,True,513192294,48880005,401559194,204,354595944,252,283676755,224
16202272000171,cnpj,True,952789500,18696034,178987232,988,17682156,1000,17682156,876
79006115000116,cnpj,True,985185666,65476278,457230964,500,45241528,425,54289833,410
41198814000144,cnpj,True,249646634,81388511,3613888,812,27471405,868,24724264,871
79057427000180,cnpj,True,1075044675,6494168,58884461,559,26281318,475,28909449,540
29305590000186,cnpj,True,215816161,62659658,325078138,306,436336287,348,392702658,267
58483693000198,cnpj,True,1466945919,81635255,605681717,520,96746956,462,106421651,471
13095389000154,cnpj,True,1493390125,9832901,93852764,379,27809393,424,25028453,349
51524142000114,cnpj,True,1199390320,51382406,437005522,36,112498880,40,101248992,38
12747426000134,cnpj,True,1284173996,84729003,482507840,568,348003556,630,313203200,598
31649551000175,cnpj,True,1143849031,68481561,71355023,56,491801149,57,491801149,58
13013898000118,cnpj,True,1551680991,55323041,491123266,357,122646297,324,134910926,327
98810223000166,cnpj,True,1341905433,28331832,138845933,465,72603968,478,72603968,414
32069906000149,cnpj,True,924108595,961039,946206,747,1360027,844,1224024,842
75503330000199,cnpj,True,1116154595,32656305,144629410,19,171633855,18,171633855,19
